date,price
2021-02-18,43.26
2021-02-17,43.25
2021-02-16,41.3
2021-02-12,41.4
2021-02-11,41.25
2021-02-10,42.43
2021-02-09,42.14
2021-02-08,42.25
2021-02-06,41.38
2021-02-05,41.68
2021-02-04,41.55
2021-02-03,39.02
2021-02-02,38.57
2021-02-01,37.42
2021-01-29,37.25
2021-01-28,38.48
2021-01-27,38.21
2021-01-26,39.11
2021-01-25,39.7
2021-01-22,40.13
2021-01-21,40.91
2021-01-20,42.08
2021-01-19,42.25
2021-01-15,41.3
2021-01-14,41.3
2021-01-13,40.72
2021-01-12,40.88
2021-01-11,40.2
2021-01-08,40.48
2021-01-07,40.89
2021-01-06,40.25
2021-01-05,37.75
2021-01-04,37.13
2021-01-01,37.8
2020-12-31,37.86
2020-12-30,37.52
2020-12-29,37.12
2020-12-28,37.29
2020-12-24,37.37
2020-12-23,37.33
2020-12-22,36.75
2020-12-21,37.4
2020-12-19,38.25
2020-12-18,37.94
2020-12-17,38.23
2020-12-16,38.32
2020-12-15,38.58
2020-12-14,38.16
2020-12-12,38.9
2020-12-11,38.79
2020-12-10,39.88
2020-12-09,39.94
2020-12-08,39.52
2020-12-07,39.79
2020-12-04,40.69
2020-12-03,39.98
2020-12-02,39.73
2020-12-01,39.31
2020-11-30,38.64
2020-11-27,39.71
2020-11-25,40.12
2020-11-24,40.98
2020-11-23,40.0
2020-11-20,38.61
2020-11-19,37.86
2020-11-18,38.75
2020-11-17,38.42
2020-11-16,38.5
2020-11-14,37.32
2020-11-13,37.5
2020-11-12,35.95
2020-11-11,37.35
2020-11-10,38.01
2020-11-09,37.29
2020-11-06,33.16
2020-11-05,33.25
2020-11-04,31.68
2020-11-03,33.2
2020-11-02,32.51
2020-10-30,31.75
2020-10-29,31.23
2020-10-28,30.3
2020-10-27,31.0
2020-10-26,33.33
2020-10-23,32.28
2020-10-22,32.01
2020-10-21,31.67
2020-10-20,30.65
2020-10-19,30.16
2020-10-16,30.2
